,Title,Company,Location,Package,Description,Skills,Min_Experience,Max_Experience
2929,"Programmer Analyst, Transportation Financial Systems (TFS)",Amazon,"Hyderabad / Secunderabad, Hyderabad",Not Specified,"Job Description : Job summary The Transportation Team is looking for a passionate software programmer analyst who will be responsible for working with business, operations to gather ship carrier requirements and collaborate with transportation techno",[],5,8
2930,Quality Assurance Manager,Amazon,"Hyderabad / Secunderabad, Hyderabad",Not Specified,"Job Description : Job summary Amazon India Payments has a bold vision to become the most trusted, widely accepted payment solution on and off Amazon, for both online and offline transactions. To execute on this vision, Amazon India is systematically",[],,
2931,"Sr. Technical Program Manager, INTech Vendor Tools",Amazon,Bengaluru / Bangalore,Not Specified,"Job Description : Job summary As a Sr. Technical Program Manager (TPM) you will drive and launch new experiences in vendor space: Regionalization, Deal Optimization, Selection, Chat/Communication, Planning, Negotiations, Vendor Manager facing tools a",[],7,10
2932,Program Manager,Amazon Web Services (AWS),India,Not Specified,"DESCRIPTION Job summary Amazon Business is one of Amazon's fastest growing new initiatives, providing business customers with the pricing, selection and convenience of Amazon, with features and benefits designed for businesses of all s. We are obses",[],5,8
2933,Software Engineer II,Microsoft,India,Not Specified,"Are you excited about the possibility of working on the largest Cloud Storage service in the world? Azure Storage team is chartered with building, managing and running the Persistent Cloud Storage for Microsoft Azure Cloud. Azure Storage consists of",[],3,6
2934,"CPU Performance Engineer, Devices and Services",Google Inc,"India, Bengaluru / Bangalore",Not Specified,"Minimum qualifications: * Bachelor's degree in Electrical Engineering, Computer Engineering or Computer Science, emphasizing on computer architecture, or equivalent practical experience. * Experience with CPU architecture and microarchitecture",[],,
2935,Software Development Engineer Intern,Amazon Web Services (AWS),"India, Bengaluru / Bangalore",Not Specified,"DESCRIPTION As part of the ADCI return-to-work program for women, Second Innings, the Amazon OpenSearch Services (previously Amazon ElasticSearch Services) team is looking for experienced software engineers to undertake a 6-month internship. In this",[],3,6
2936,Software Development Engineer Intern,Amazon Web Services (AWS),"India, Bengaluru / Bangalore",Not Specified,"DESCRIPTION As part of the ADCI return-to-work program for women, Second Innings, the Amazon OpenSearch Services (previously Amazon ElasticSearch Services) team is looking for experienced software engineers to undertake a 6-month internship. In this",[],3,6
2937,Software Development Engineer Intern,Amazon Web Services (AWS),"India, Bengaluru / Bangalore",Not Specified,"DESCRIPTION As part of the ADCI return-to-work program for women, Second Innings, the Amazon OpenSearch Services (previously Amazon ElasticSearch Services) team is looking for experienced software engineers to undertake a 6-month internship. In this",[],3,6
2938,Software Development Engineer Intern,Amazon Web Services (AWS),"India, Bengaluru / Bangalore",Not Specified,"DESCRIPTION As part of the ADCI return-to-work program for women, Second Innings, the Amazon OpenSearch Services (previously Amazon ElasticSearch Services) team is looking for experienced software engineers to undertake a 6-month internship. In this",[],3,6
2939,Software Development Engineer Intern,Amazon Web Services (AWS),"India, Bengaluru / Bangalore",Not Specified,"DESCRIPTION As part of the ADCI return-to-work program for women, Second Innings, the Amazon OpenSearch Services (previously Amazon ElasticSearch Services) team is looking for experienced software engineers to undertake a 6-month internship. In this",[],3,6
2940,Software Development Engineer Intern,Amazon Web Services (AWS),"India, Bengaluru / Bangalore",Not Specified,"DESCRIPTION As part of the ADCI return-to-work program for women, Second Innings, the Amazon OpenSearch Services (previously Amazon ElasticSearch Services) team is looking for experienced software engineers to undertake a 6-month internship. In this",[],3,6
2941,Program Manager,Amazon Web Services (AWS),India,Not Specified,"DESCRIPTION Job summary Amazon Business is one of Amazon's fastest growing new initiatives, providing business customers with the pricing, selection and convenience of Amazon, with features and benefits designed for businesses of all s. We are obses",[],5,8
2942,Lead Consultant- ML Analytics,Genpact,"India, Noida",Not Specified,"Lead Consultant- ML Analytics :Operations Location: Noida, India With a startup spirit and 90,000+ curious and courageous minds, we have the expertise to go deep with the world&rsquos biggest brands&mdashand we have fun doing it. Now, we&rsquore call","['Lead Consultant- ML Analytics', 'Consulting']",,
2943,Sr. MTS Dev Engineer for vSAN(DOM),Vmware,"India, Bengaluru / Bangalore",Not Specified,"Business Summary: VMware is the leader in virtualization and cloud infrastructure solutions that enable our more than 350,000 enterprise and SMB customers to thrive in the Cloud Era/ A pioneer in the use of virtualization and automation technologies,",[],8,11
2944,Sr. MTS Dev Engineer for vSAN(DOM),Vmware,"India, Bengaluru / Bangalore",Not Specified,"Business Summary: VMware is the leader in virtualization and cloud infrastructure solutions that enable our more than 350,000 enterprise and SMB customers to thrive in the Cloud Era/ A pioneer in the use of virtualization and automation technologies,",[],8,11
2945,Lead BizOps Engineer (Messaging Platform),Mastercard,"India, Pune",Not Specified,"Our Purpose We work to connect and power an inclusive, digital economy that benefits everyone, everywhere by making transactions safe, simple, smart and accessible. Using secure data and networks, partnerships and passion, our innovations and solutio",['Lead BizOps Engineer (Messaging Platform)'],,
2946,Software Engineer II,Microsoft,India,Not Specified,"Are you excited about the possibility of working on the largest Cloud Storage service in the world? Azure Storage team is chartered with building, managing and running the Persistent Cloud Storage for Microsoft Azure Cloud. Azure Storage consists of",[],3,6
2947,Sr Product Specialist - Tech,Cognizant Technology Solutions India Pvt Ltd,"Kolkata, India",Not Specified,Product Consultant Qualification: Science / Engineering graduate Responsibility: Pre-sales: * Participate in presales interactions with customers when showcasing solution etc. * Participat,"['People Management', 'Job Posting', 'Travel']",7,11
2948,"DevOps Engineer, WWAS SE",Amazon,"Bengaluru / Bangalore, India",Not Specified,"DESCRIPTION Job summary Amazon.com and its subsidiaries are leaders in the online retail industry, enabling customers Worldwide to purchase millions of unique items. The Consumer Engagement org within Amazon is specifically chartered with the respon",[],4,7
2949,Manager - Projects,Cognizant Technology Solutions India Pvt Ltd,"India, Hyderabad",Not Specified,"Project Manager Qualification: Bachelors in science , engineering or equivalent Responsibility: Project Planning and Setup: * Understand project scope. * Based on the analysis of the type","['stakeholders', 'Project Planning', 'seek feedback', 'Implementation', 'Schedule', 'project methodology', '', '', '', '', '', '']",12,15
2950,Python Developer - Pune - C12/AVP,Citi,"India, Pune",Not Specified,The Applications Development Senior Programmer Analyst is an intermediate level position responsible for participation in the establishment and implementation of new or revised application systems and programs in coordination with the Technology team,[],7,9
2951,Network Software Engineer,Intel,"Bengaluru / Bangalore, India",Not Specified,Job Description Intel's Ethernet Products Group (EPG) is seeking a Network Software engineer to join its Network Acceleration Team. This team is developing run time stack for programmable Infrastructure Processing Units (IPUs) for infrastructure acce,['Network Software Engineer'],8,11
2952,Product Specialist II,FactSet Philippines Inc,"Hyderabad / Secunderabad, Hyderabad",Not Specified,"Department Name : Research Product Development VALUES THAT DEFINE OUR CULTURE We are unified by the spirit of going above and beyond for our clients and each other. We look to foster a globally inclusive culture, enabling our people to be themse",[],4,7
2953,Support Engineer III,Amazon,Chennai,Not Specified,"Job Description : Job summary Amazon Music Mercury is creating new products and solutions for up-and-coming artists, enabling their work to reach and delight fans. Our work involves creating user-facing Mobile and Alexa apps, a microservice architect",[],2,5
2954,Software Engineering - Full Stack Java Developer,JP Morgan Chase & Co.,Mumbai,Not Specified,"Job Description : As a member of our Software Engineering Group, we look first and foremost for people who are passionate around solving business problems through innovation and engineering practices. You'll be required to apply your depth of knowle",['Software Engineering - Full Stack Java Developer'],5,8
2955,Technical Lead - Backup & Storage management,Orange,"India, Mumbai",Not Specified,"JOB DESCRIPTION about the role Primary responsibility of the role is to lead team of support engineers and manage support operation for SAN, storage & backup infrastructure, including daily health check, capacity analysis, managing daily operation",[],5,8
2956,Programmer Analyst,Cognizant Technology Solutions India Pvt Ltd,"Kolkata, India",Not Specified,Sr. Application Analyst Qualification: Science / Engineering Graduate Responsibility: Stakeholder Management: * Monitor availability of the applications and notify support team in case of exce,"['Service', 'ensure quality', 'analyst', 'Estimation', 'Stakeholder Management', 'operations', '', '', '', '']",2,6
2957,Software Development Engineer-3,Mastercard,"India, Pune",Not Specified,"Our Purpose We work to connect and power an inclusive, digital economy that benefits everyone, everywhere by making transactions safe, simple, smart and accessible. Using secure data and networks, partnerships and passion, our innovations and solutio",['Software Development Engineer-3'],,
2958,Consultant - Celonis Data Engineer,Genpact,Bengaluru / Bangalore,Not Specified,"With a startup spirit and 80,000+ curious and courageous minds, we have the expertise to go deep with the world&rsquos biggest brands-and we have fun doing it. Now, we&rsquore calling all you rule-breakers and risk-takers who see the world differentl","['Consultant - Celonis Data Engineer', 'Corporate', 'Business Process Mining models', '']",,
2959,Assistant Vice President - Operations,Genpact,"India, Gurgaon / Gurugram",Not Specified,"With a startup spirit and 90,000+ curious and courageous minds, we have the expertise to go deep with the world&rsquos biggest brands&mdashand we have fun doing it. Now, we&rsquore calling all you rule-breakers and risk-takers who see the world diffe","['Assistant Vice President - Operations', 'Operations']",,
2960,Assistant Vice President - Operations,Genpact,"India, Gurgaon / Gurugram",Not Specified,"With a startup spirit and 90,000+ curious and courageous minds, we have the expertise to go deep with the world&rsquos biggest brands&mdashand we have fun doing it. Now, we&rsquore calling all you rule-breakers and risk-takers who see the world diffe","['Assistant Vice President - Operations', 'Operations']",,
2961,Software Development Engineer II,Amazon,"Bengaluru / Bangalore, India",Not Specified,"DESCRIPTION Job summary Amazon Payment Experience Platform team at Amazon India Development Center, Bangalore is looking for a Developer to design and build the next generation of Payments platform and product from the ground up. This is a rare oppo",[],2,5
2962,Software Development Engineer-3,Mastercard,"India, Pune",Not Specified,"Our Purpose We work to connect and power an inclusive, digital economy that benefits everyone, everywhere by making transactions safe, simple, smart and accessible. Using secure data and networks, partnerships and passion, our innovations and solutio",['Software Development Engineer-3'],,
2963,"Sr. Technical Program Manager, INTech Vendor Tools",Amazon,"Bengaluru / Bangalore, India",Not Specified,"DESCRIPTION Job summary As a Sr. Technical Program Manager (TPM) you will drive and launch new experiences in vendor space: Regionalization, Deal Optimization, Selection, Chat/Communication, Planning, Negotiations, Vendor Manager facing tools and mo",[],7,10
2964,Sr DB Migration Consultant,Amazon,"India, Hyderabad",Not Specified,"DESCRIPTION Senior DB Migration Consultant: At AWS, we are looking for a Senior Consultant with a successful record in producing high quality deliverables, leading highly complex projects, and achieving customer outcomes by designing and developing",['Sr DB Migration Consultant'],15,18
2965,"Business Intelligence Engineer, Supply Chain Analytics",Amazon,"Bengaluru / Bangalore, India",Not Specified,"DESCRIPTION Job summary Amazon India's Supply Chain & Analytics team is looking for talented Business Intelligence Engineers (BIE), Business Analysts, Business Data Engineers, and Data Scientists who develop solutions to better manage/optimize inven",[],3,6
2966,Manager - Analytics,Genpact,Bengaluru / Bangalore,Not Specified,"With a startup spirit and 90,000+ curious and courageous minds, we have the expertise to go deep with the world&rsquos biggest brands&mdashand we have fun doing it. Now, we&rsquore calling all you rule-breakers and risk-takers who see the world diffe","['Manager - Analytics', 'Operations']",,
2967,Power and Performance Engineer,Intel,"Bengaluru / Bangalore, India",Not Specified,"Job Description The Accelerated Computing Systems and Graphics Group (AXG) brings Intel's technical strategy to life. Our team defines, develops, and brings to market integrated and discrete GPUs addressing consumer and data center customer needs. Th",['Power and Performance Engineer'],6,9
2968,Manager - Projects,Cognizant Technology Solutions India Pvt Ltd,"Kolkata, India",Not Specified,"Lead Product Consultant Qualification: Science / Engineering graduate Responsibility: Pre Sales: * Participate in the pre sales stage (eg preparation of marketing materials and collaterals, cl",['People Management'],11,13
2969,Senior Software Engineer,Wells Fargo,Serilingampalle,Not Specified,"Job Description : About this role: Wells Fargo is seeking a Senior Software Engineer... In this role, you will: * Lead moderately complex initiatives and deliverables within technical domain environments * Contribute to large scale planning",[],4,7
2970,Software Engineer III,FactSet Philippines Inc,"Hyderabad / Secunderabad, Hyderabad",Not Specified,"Department Description: Research Engineering is responsible for FactSet's breed & industry leading Market Data, deep-dive Reporting and Research management products highlighting FactSet's proprietary content to the global financial community. These",[],5,7
2971,SDE3/Architect,Amazon,Bengaluru / Bangalore,Not Specified,Job Description : Job summary The Amazon Global Store team is looking for an experienced Sr Software Engineer to come up with innovative technology to build platform and products that directly impact a multibillion dollar business and improve custome,['SDE3/Architect'],4,7
2972,Software Senior Principal Engineer Alienware Gaming Dell RnD India,DELL,"India, Bengaluru / Bangalore",Not Specified,"Job Description : Senior Principal Software Engineer The Software Engineering team delivers next-generation software application enhancements and new products for a changing world. Working at the cutting edge, we design and develop software for pla",[],13,16
2973,Sr. Technical Consultant (TAM),Amazon,"Bengaluru / Bangalore, India",Not Specified,"DESCRIPTION Job summary Amazon has built a global reputation for being the most customer-centric company, a company that customers from all over the world recognize, value, and trust for both our products and services. Amazon has a fast-paced enviro",[],10,13
2974,SDE 3 / Technical Architect,Amazon,"Hyderabad / Secunderabad, Hyderabad",Not Specified,Job Description : Job summary Are you willing to join world's biggest e-commerce enterprise? Do you wish to learn our proven track record in building highly scalable and available systems? Do you wish to work with some of the best talent in the indu,[],4,7
2975,SDE 3 / Technical Architect,Amazon,"Hyderabad / Secunderabad, Hyderabad",Not Specified,Job Description : Job summary Are you willing to join world's biggest e-commerce enterprise? Do you wish to learn our proven track record in building highly scalable and available systems? Do you wish to work with some of the best talent in the indu,[],4,7
2976,SDE III/ Technical Architect - Machine Learning,Amazon,"Bengaluru / Bangalore, India",Not Specified,DESCRIPTION Are you excited about building massively scalable and smart distributed systems? Do you like building and managing systems that can derive meaningful insights from petabyte-scale data? The Content Systems team builds the tooling and inf,[],4,7
2977,"Software Development Engineer, AWS SageMaker",Amazon,Bengaluru / Bangalore,Not Specified,"Job Description : Interested in machine learning, and empowering the world to do more and better machine learning? Amazon SageMaker (https://aws.amazon.com/sagemaker/), Amazon Web Service's (AWS) fully managed Machine Learning (ML) platform team is b","['AWS SageMaker', 'Software Development Engineer']",2,5
2978,"Software Development Engineer, AWS SageMaker",Amazon,Bengaluru / Bangalore,Not Specified,"Job Description : Interested in machine learning, and empowering the world to do more and better machine learning? Amazon SageMaker (https://aws.amazon.com/sagemaker/), Amazon Web Service's (AWS) fully managed Machine Learning (ML) platform team is b","['AWS SageMaker', 'Software Development Engineer']",2,5
2979,Member of Technical Staff 3,Vmware,"India, Bengaluru / Bangalore",Not Specified,"Our Company We are the global leader in cloud infrastructure and business mobility. We accelerates customers digital transformation journey by enabling enterprises to master a software-defined approach to business and IT. With VMware solutions, orga",['Member of Technical Staff 3'],5,8
2980,Senior Software Development Engineer,Mastercard,"India, Pune",Not Specified,"Our Purpose We work to connect and power an inclusive, digital economy that benefits everyone, everywhere by making transactions safe, simple, smart and accessible. Using secure data and networks, partnerships and passion, our innovations and solutio",['Senior Software Development Engineer'],3,5
2981,"DevOps Engineer, WWAS SE",Amazon,"Bengaluru / Bangalore, India",Not Specified,"DESCRIPTION Job summary Amazon.com and its subsidiaries are leaders in the online retail industry, enabling customers Worldwide to purchase millions of unique items. The Consumer Engagement org within Amazon is specifically chartered with the respon",[],4,7
2982,Systems Operations Engineer,Wells Fargo,Serilingampalle,Not Specified,Job Description : About this role: Wells Fargo is seeking a Systems Operations Engineer who can lead operations of multiple Enterprise Data warehouse applications within the Production Support Shared Service organization. This position has the prim,[],4,6
2983,Research Associate - Accessibility & Inclusion,Ola Electric Mobility Pvt. Ltd.,"India, Gurgaon / Gurugram",Not Specified,JOB DESCRIPTION Job Description - Research Associate - Accessibility & Inclusion Location: Delhi-NCR Level: Research Associate Position Type: Full-timeKey Responsibilities: You will be an integral part of the team that informs research and policy,[],2,5
2984,Network Software Engineer,Intel,"Bengaluru / Bangalore, India",Not Specified,Job Description Intel's Ethernet Products Group (EPG) is seeking a Network Software engineer to join its Network Acceleration Team. This team is developing run time stack for programmable Infrastructure Processing Units (IPUs) for infrastructure acce,['Network Software Engineer'],6,9
2985,Network Software Engineer,Intel,"Bengaluru / Bangalore, India",Not Specified,Job Description Intel's Ethernet Products Group (EPG) is seeking a Network Software engineer to join its Network Acceleration Team. This team is developing run time stack for programmable Infrastructure Processing Units (IPUs) for infrastructure acce,['Network Software Engineer'],6,9
2986,"Program Manager, Application Support Engineering",Google Inc,"India, Hyderabad",Not Specified,"Minimum qualifications: * Bachelor's degree in Computer Science, IT, or a related field or equivalent practical experience. * 2 years of experience with program management. Preferred qualifications: * Experience working with Data Analytic",[],2,5
2987,Support Engineer,Salesforce,"India, Hyderabad",Not Specified,"Job Category Customer Success GroupJob Details Salesforce.com is the global leader in customer relationship management (CRM) software. We pioneered the shift to cloud computing, and today we're delivering the next generation of social, mobile and clo",['Support Engineer'],2,5
2988,iOS Developer,Vmware,"Bengaluru / Bangalore, India",Not Specified,"We are seeking an iOS Developer to join the Notebook team. VMware Workspace ONE Notebook is an all-in-one-solution for employees to securely write notes, edit documents, prioritize tasks, and share ideas in a single, organized platform. * Synchron",[],5,8
2989,Software Development Engineer,Amazon,"Bengaluru / Bangalore, India",Not Specified,DESCRIPTION Interested to build the next generation Financial systems that can handle billions of dollars in transactions? Interested to build highly scalable next generation systems that could utilize Amazon Cloud? Massive data volume + complex bu,[],3,6
2990,Digital Solution Cnslt. Lead Consultant,NTT Data,"Bengaluru / Bangalore, India",Not Specified,"Req ID: 146353 NTT DATA Services strives to hire exceptional, innovative and passionate individuals who want to grow with us. If you want to be part of an inclusive, adaptable, and forward-thinking organization, apply now. We are currently seeking a",['Digital Solution Cnslt. Lead Consultant'],5,8
2991,"MTS/SMTS - Python, Networking, Virtualisation and Cloud",Vmware,"India, Bengaluru / Bangalore",Not Specified,* Job Description: VMware is looking for experienced Cloud Software Engineers who are passionate about changing the future of Networking and Cloud with the next-generation NSX Network Virtualization Platform. The ideal candidate has a,"['MTS/SMTS - Python', 'Virtualisation and Cloud', 'Networking']",,
2992,IT software development Engineer,Intel,"Bengaluru / Bangalore, India",Not Specified,"Job Description Develops, implements, and maintains computerbased systems to meet business requirements. Application Developers analyze, design, construct, train, and implement application systems. Activities include documenting decisions, adhering t",['IT software development Engineer'],5,8
2993,MTS - Mulesoft Developer,Salesforce,"India, Hyderabad",Not Specified,"Job Category Products and TechnologyJob Details Salesforce, the Customer Success Platform and world's #1 CRM, empowers companies to connect with their customers in a whole new way. The company was founded on three disruptive ideas: a new technology",[],5,8
2994,Lead DevOps Engineer,Mastercard,"India, Pune",Not Specified,"Our Purpose We work to connect and power an inclusive, digital economy that benefits everyone, everywhere by making transactions safe, simple, smart and accessible. Using secure data and networks, partnerships and passion, our innovations and solutio",['Lead DevOps Engineer'],7,10
2995,Systems Engineer III - Enterprise Hosting,FactSet Philippines Inc,"India, Hyderabad",Not Specified,FactSet's Enterprise Hosting is a best of breed hosted infrastructure and managed solution for FactSet's single and multi-tenant Applications & Services in the Portfolio Lifecycle. The systems engineer for Enterprise Hosting will provide high level t,[],2,4
2996,Software Dev Engineer I,Amazon,"Hyderabad / Secunderabad, India",Not Specified,"DESCRIPTION Job summary If you are SDE-1 and looking for an opportunity to solve deep technical problems and build a new innovative solution (grounds-up) in a fast-paced environment with senior and seasoned engineers, this might be the role for you.",[],,
2997,Team Lead/Consultant-Artificial Intelligence Innovation,Accenture,"Bengaluru / Bangalore, India",Not Specified,"Skill required: Artificial Intelligence Innovation - Data Science Designation: Team Lead/Consultant About Accenture Operations In today's business environment, growth isn't just about building value-it's fundamental to long-term business survival. S",['Analytics and Insights'],7,11
2998,Member Technical Staff - II (MTS - II),PayPal,"Bengaluru / Bangalore, India",Not Specified,"Job Description : Job Description At PayPal (NASDAQ: PYPL), we believe that every person has the right to participate fully in the global economy. Our mission is to democratize financial services to ensure that everyone, regardless of background or",['Member Technical Staff - II (MTS - II)'],5,8
2999,Infrastructure Tools Architect – Hardware,Nvidia,"Bengaluru / Bangalore, India",Not Specified,"WearenowlookingforanArchitect responsible for developing HardwareInfrastructure tools. A key part of NVIDIA's strength is our unique, advanced, development tools and environments that enable our incredible pace of delivering new technology to market.",['Infrastructure Tools Architect Hardware'],,
3000,Senior Technical Product/Project Lead,Boeing,"India, Chennai",Not Specified,"Job Description Boeing Talent Acquisition is currently looking for two Talent Acquisition Managers to join their team in Renton, WA. These positions will focus on supporting the Boeing Commercial Airplanes (BCA) business organization.Intro para",[],12,15
3001,Member of Technical Staff - vRealize Log Insight Cloud,Vmware,Bengaluru / Bangalore,Not Specified,"Job Description : A key part of VMware's cloud strategy is management of operations and automation for private, public and hybrid clouds. The Cloud Management Business Unit (CMBU) is developingseveralhybrid cloud management capabilities, accessible",['Member of Technical Staff - vRealize Log Insight Cloud'],10,13
3002,Senior Site Reliability Engineer,Nvidia,"India, Pune",Not Specified,"NVIDIA is looking for a Site Reliability Engineer to work in IPP (Infrastructure, Planning and Process). IPP is a global organization within NVIDIA. This group works with various other groups within NVIDIA Software such as Graphics Processors, Mobile",['Senior Site Reliability Engineer'],4,7
3003,Research Analyst - ESG Data Solutions,FactSet Philippines Inc,"India, Hyderabad",Not Specified,"About FactSet FactSet combines hundreds of databases into a single, powerful information system. It is a one stop source for financial information and analytics for business analysts, portfolio managers, investment bankers / management firms and othe",[],0,2
3004,Senior Security Operations Engineer,Microsoft,India,Not Specified,"Are you aninnovator with a passion for security?Are you excited about securing high impact spaces like Azure, Windows, Xbox gaming and Surface businesses? Does it excite you to build class leading security solutions to secure end-to-end Supply Chain",[],3,6
3005,.Net Developer - Full Stack,Hr Remedy India,Pune,Not Specified,"• 2+ years of experience with Angular 7+ is must. • 5+ years of professional development experience • ASP.NET, C#, .Net Core • JavaScript Frameworks: React, Knockout • Experience in SQL development – Stored procedures, DBA level","['.Net C#', 'Angular Js', 'react.js', 'Sql', 'Knockout', 'Mvc']",4,8
3006,Senior Lead Engineer - Product Development (Java),FIS Global Business Solutions India Private Limited,"India, Pune",Not Specified,"Position Type : Full time Type Of Hire : Experienced (relevant combo of work and education) Education Desired : Bachelor of Computer Engineering Travel Percentage : 0% GENERAL DUTIES & RESPONSIBILITIES Analyzes, designs, programs, debugs and modifie",['Senior Lead Engineer - Product Development (Java)'],,
3007,Technical-Architect,CarDekho,"India, Gurgaon / Gurugram",Not Specified,Job Description: We are looking for Data scientist with exposure to following - 8+ years experience in data science with track record of building successful end-to-end data products. 3+ years experience building deep learning models in support of,"['Technical-Architect', 'Machine Learning']",5,10
3008,Business Systems Analyst,Ags Health Private Limited,"India, Bengaluru / Bangalore",Not Specified,"Would you like to influence the way Akamai's business is operating using data driven decisions? Do you enjoy working with globally distributed, diverse pool of stakeholders and supporting them with your expertise? Join our Infrastructure Services tea",[],5,8
3009,Senior MTS,Vmware,"Bengaluru / Bangalore, India",Not Specified,"Senior Software Engineer : Senior MTS TCO - VSA R&D Development, Bangalore Business Summary: VMware is the leader in virtualisation and cloud infrastructure solutions that enable enterprise and SMB customers to thrive in the Cloud Era/ A pioneer in t",['Senior MTS'],6,9
3010,Business Systems Analyst,Ags Health Private Limited,"India, Bengaluru / Bangalore",Not Specified,"Would you like to influence the way Akamai's business is operating using data driven decisions? Do you enjoy working with globally distributed, diverse pool of stakeholders and supporting them with your expertise? Join our Infrastructure Services tea",[],5,8
3011,Business Banking Pricing Analytics Associate,JP Morgan Chase & Co.,Bengaluru / Bangalore,Not Specified,"Job Description : About the team Our Consumer & Community Banking division serves our Chase customers through a range of financial services, including personal banking, credit cards, mortgages, auto financing, investment advice, small business loans","['Data Analysis', 'project lifecycle', 'SQL and R', 'EMEA', 'SAS', 'Python']",5,8
3012,Software Development Engineer II,Amazon,Bengaluru / Bangalore,Not Specified,"Job Description : Job summary Amazon Payment Experience Platform team at Amazon India Development Center, Bangalore is looking for a Developer to design and build the next generation of Payments platform and product from the ground up. This is a rare",[],2,5
3013,Specialist Tech Manager,Standard Chartered,"Bengaluru / Bangalore, India",Not Specified,"About Standard Chartered We are a leading international bank focused on helping people and companies prosper across Asia, Africa and the Middle East. To us, good performance is about much more than turning a profit. It's about showing how you embody",['Specialist Tech Manager'],,
3014,Associate Manager-Insights & Intelligence,Accenture,"Bengaluru / Bangalore, India",Not Specified,"Skill required: Data Science - Predictive Modeling and Analytics Designation: Associate Manager About Accenture Operations In today's business environment, growth isn't just about building value-it's fundamental to long-term business survival. So ho",['Analytics and Insights'],10,14
3015,DevOps - Architect,Hewlett Packard Enterprise,"Bengaluru / Bangalore, India",Not Specified,"Hewlett Packard Enterprise advances the way people live and work. We bring together the brightest minds to create breakthrough technology solutions, helping our customers make their mark on the world. HPE GreenLake is at the vanguard of HPE's curren",[],2,5
3016,Systems Specialist I (Salesforce Admin),Salesforce,"India, Hyderabad",Not Specified,"Job Category Products and TechnologyJob Details Salesforce, the Customer Success Platform and world's #1 CRM, empowers companies to connect with their customers in a whole new way. We are the fastest growing of the top 10 enterprise software compani",['Systems Specialist I (Salesforce Admin)'],4,6
3017,Software Engineer III - C++ Developer - Quotes Engineering,FactSet Philippines Inc,"Hyderabad / Secunderabad, Hyderabad",Not Specified,"VALUES THAT DEFINE OUR CULTURE We are unified by the spirit of going above and beyond for our clients and each other. We look to foster a globally inclusive culture, enabling our people to be themselves at work and to join in, be heard, contribute, a",[],3,6
3018,"MTS 1, Software Engineer",PayPal,"India, Hyderabad",Not Specified,"Job Description : Job Description At PayPal (NASDAQ: PYPL), we believe that every person has the right to participate fully in the global economy. Our mission is to democratize financial services to ensure that everyone, regardless of background or","['MTS 1', 'Software Engineer']",8,11
3019,DG - Assistant Manager - Statistical Modelling,Genpact,Hyderabad / Secunderabad,Not Specified,"With a startup spirit and 90,000+ curious and courageous minds, we have the expertise to go deep with the world&rsquos biggest brands &ndash and we have fun doing it. Now, we&rsquore calling all you rule-breakers and risk-takers who see the world dif","['DG - Assistant Manager - Statistical Modelling', 'Operations']",,
3020,IT Support Assoc II,Amazon,Pune,Not Specified,"Job Description : Job summary The Amazon Helpdesk is the first place for Amazon employees to go with technical questions and problems with Amazon's desktops, laptops, mobile devices, network services and software. The Amazon Helpdesk works with Amazo",[],5,8
3021,"Quality Assurance Manager, EasyShip & MFN",Amazon,Gurgaon / Gurugram,Not Specified,"Job Description : Job summary Amazon India has a bold vision to become the most trusted, most convenient and most transacted platform in the country. To execute on this vision, Amazon India is systematically investing in technology to empower Busines",[],3,6
3022,Sr. Associate - Projects,Cognizant Technology Solutions India Pvt Ltd,"India, Hyderabad",Not Specified,Lead Developer Qualification: Science / Engineering graduate Responsibility: Requirements Gathering: * Participate in requirement gathering JAD (Joint Application Development) sessions and s,"['service development', 'support documentation', 'detailed', 'stored procedures', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",12,14
3023,Sr. Associate - Projects,Cognizant Technology Solutions India Pvt Ltd,"India, Hyderabad",Not Specified,Lead Developer Qualification: Science / Engineering graduate Responsibility: Requirements Gathering: * Participate in requirement gathering JAD (Joint Application Development) sessions and s,"['iot-edge', 'Business', 'triage', 'stored procedures', 'Design', 'developer', 'Conflict Management', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",4,8
3024,Sr. Associate - Projects,Cognizant Technology Solutions India Pvt Ltd,"India, Hyderabad",Not Specified,"Technical Lead Qualification: Bachelors in science , engineering or equivalent Responsibility: Project Planning and Setup: * Understand the project scope, identify activities/ tasks, task leve","['detailed', 'Schedule', 'design documents', 'Design', 'testing strategy', 'Estimates', '', '', '']",10,13
3025,Sr. Associate - Projects,Cognizant Technology Solutions India Pvt Ltd,"India, Chennai",Not Specified,Lead Developer Qualification: Science / Engineering graduate Responsibility: Requirements Gathering: * Participate in requirement gathering JAD (Joint Application Development) sessions and s,"['Unit Testing', 'Uat Testing', 'Code Review', 'Traceability Matrix', 'Scripts', 'Sharepoint Online']",14,16
3026,Asset Management - Business Intelligence and Advanced Analytics - Analyst / Associate,JP Morgan Chase & Co.,Mumbai,Not Specified,Job Description : J.P. Morgan Asset Management is a global leader in Investment and Wealth Management services with assets under management of $2trillion. Investment Management offers variety of products to institutional and retail clients across Fi,['Asset Management - Business Intelligence and Advanced Analytics - Analyst / Associate'],,
